Text,Code
/* checking if the component does have an enitity */,"// Create entity and component
const box = new Entity()

// Create and add component
box.addComponent(new Transform())

// Using get
let transform = box.getComponent(Transform)

// Edit values in the component
transform.position = new Vector3(5, 0, 5)

box.getComponent(Transform).scale.x = Math.random() * 10

//  getComponentOrNull
let scale = box.getComponentOrNull(Transform)

// getComponentOrCreate
let scale = box.getComponentOrCreate(Transform)"
/* create spawner */,"// Define spawner singleton object
const spawner = {
  MAX_POOL_SIZE: 20,
  pool: [] as Entity[],

  spawnEntity() {
    // Get an entity from the pool
    const ent = spawner.getEntityFromPool()

    if (!ent) return

    // Add a transform component to the entity
    let t = ent.getComponentOrCreate(Transform)
    t.scale.setAll(0.5)
    t.position.set(5, 0, 5)

    //add entity to engine
    engine.addEntity(ent)
  },

  getEntityFromPool(): Entity | null {
    // Check if an existing entity can be used
    for (let i = 0; i < spawner.pool.length; i++) {
      if (!spawner.pool[i].alive) {
        return spawner.pool[i]
      }
    }
    // If none of the existing are available, create a new one, unless the maximum pool size is reached
    if (spawner.pool.length < spawner.MAX_POOL_SIZE) {
      const instance = new Entity()
      spawner.pool.push(instance)
      return instance
    }
    return null
  },
}

spawner.spawnEntity()"
/* define custom component */,"@Component(""wheelSpin"")
export class WheelSpin {
  spinning: boolean
  speed: number
  constructor(spinning: boolean, speed: number) {
    this.spinning = spinning
    this.speed = speed
  }
}"
/* create the custom component */,"@Component(""wheelSpin"")
export class WheelSpin {
  spinning: boolean
  speed: number
  constructor(spinning: boolean, speed: number) {
    this.spinning = spinning
    this.speed = speed
  }
}

// Create entity
const wheel = new Entity()

// Create instance of component and set its values
wheel.addComponent(new WheelSpin(true, 10))"
/* tetrahedron */,"const tetrahedron = new Entity()
tetrahedron.addComponentOrReplace(new Transform({
  position: new Vector3(2, 3, 4)
}))
tetrahedron.addComponentOrReplace(new TetrahedronShape())
engine.addEntity(tetrahedron)"
/* add skybox to a scene */,"function createSkybox() {
  const skybox = new Entity('skybox')
  engine.addEntity(skybox)
  return skybox
}

const skybox = createSkybox();

//Add a SkyBox component to the skybox Entity
const skyboxComponent = new SkyBox()
skybox.addComponent(skyboxComponent)"
/* setting default values to custom components */,"@Component(""wheelSpin"")
export class WheelSpin {
  spinning: boolean
  speed: number
  constructor(spinning : boolean = false, speed: number = 3) {
    this.spinning = spinning
    this.speed = speed
  }
}"
/* interchangable components */,"@Component(""animal"")
export class Dog {
}

@Component(""animal"")
export class Cat {
}"
/* basic system declaration */,"
const myEntityGroup = engine.getComponentGroup(Transform)
// Define the system
export class MoveSystem implements ISystem {
  // This function is executed on every frame
  update() {
    // Iterate over the entities in an component group
    for (let entity of myEntityGroup.entities) {
      let transform = entity.getComponent(Transform)
      transform.translate(() => Vector3.Forward)
    }
  }
}

// Add system to engine
engine.addSystem(new MoveSystem())"
/* loop over a component group */,"// Create component group
const movableEntities = engine.getComponentGroup(Transform)

// Create system
export class PhysicsSystem implements ISystem {
  update(dt: number) {
    // Iterate over component group
    for (let entity of movableEntities.entities) {
      // Calculate effect of physics
    }
  }
}"
/* access entities in a component group */,"const myGroup = engine.getComponentGroup(Transform)

for (let entity of myGroup.entities) {
  log(entity.uuid)
}"
/* using billboard entities */,"const myGroup = engine.getComponentGroup(Billboard)

for (let entity of myGroup.entities) {
  addLabel(entity as Entity)
}

function addLabel(entity: Entity) {
  let label = new Entity()
  label.setParent(entity)
  label.addComponent(
    new Transform({
      position: new Vector3(0, 1, 0),
      scale: new Vector3(0.5, 0.5, 0.5),
    })
  )
  label.addComponent(new TextShape(entity.uuid))
}"
/* removing entities */,"
const myGroup = engine.getComponentGroup(Billboard)
while (myGroup.entities.length) {
  engine.removeEntity(myGroup.entities[0])
}"
/* setting enitity position */,"// Create a new entity
const ball = new Entity()

// Add a transform component to the entity
ball.addComponent(new Transform())
ball.getComponent(Transform).position.set(5, 1, 5)
ball.getComponent(Transform).scale.set(2, 2, 2)"
/* initial values for transform enitity */,"
// Create a new entity
const myEntity = new Entity()

myEntity.addComponent(
  new Transform({
    position: new Vector3(5, 1, 5),
    rotation: new Quaternion(0, 0, 0, 0),
    scale: new Vector3(2, 2, 2),
  })
)"
/* using position in transforming enitity */,"// Create transform with a predefined position
let myTransform = new Transform({ position: new Vector3(1, 0, 1) })

// Set each axis individually
myTransform.position.x = 3
myTransform.position.y = 1
myTransform.position.z = 3

// Set the position with three numbers (x, y, z)
myTransform.position.set(3, 1, 3)

// Set the position with an object
myTransform.position = new Vector3(5, 1, 5)"
/* octahedron */,"const octahedron = new Entity()
octahedron.addComponentOrReplace(new Transform({
  position: new Vector3(3, 4, 5)
}))
octahedron.addComponentOrReplace(new OctahedronShape())
engine.addEntity(octahedron)"
/* rotating enitity */,"// Create transform with a predefined rotation in Quaternions
let myTransform = new Transform({ rotation: new Quaternion(0, 0, 0, 1) })

// Set rotation with four numbers (x, y, z, w)
myTransform.rotation.set(0, 0, 1, 0)

// Set rotation with a quaternion
myTransform.rotation = new Quaternion(1, 0, 0, 0)"
/* rotating using Eulers */,"// Create transform with a predefined rotation in Euler angles
let myTransform = new Transform({ rotation: Quaternion.Euler(0, 90, 0) })

// Use the .setEuler() function
myTransform.rotation.setEuler(0, 90, 180)

// Set the `eulerAngles` field
myTransform.rotation.eulerAngles = new Vector3(0, 90, 0)"
/* have enitity face the player */,"let box = new Entity()
box.addComponent(new BoxShape())
box.addComponent(
  new Transform({
    position: new Vector3(5, 1, 5),
  })
)
box.addComponent(new Billboard())
engine.addEntity(box)"
/* enitity face coordinates */,"// Create a transform
let myTransform = new Transform()

// Rotate to face the coordinates (4, 1, 2)
myTransform.lookAt(new Vector3(4, 1, 2))"
/* scale an entity */,"// Create a transform with a predefined scale
let myTransform = new Transform({ scale: new Vector3(2, 2, 2) })

// Set each dimension individually
myTransform.scale.x = 1
myTransform.scale.y = 5
myTransform.scale.z = 1

// Set the whole scale with one expression  (x, y, z)
myTransform.scale.set(1, 5, 1)

// Set the scale with a single number to maintain proportions
myTransform.scale.setAll(2)

// Set the scale with an object
myTransform.scale = new Vector3(1, 1, 1.5)"
/* inheritransformation from parents */ ,"// Create entities
const parentEntity = new Entity()
const childEntity = new Entity()

// Set one as the parent of the other
childEntity.setParent(parentEntity)

// Create a transform for the parent
let parentTransform = new Transform({
  position: new Vector3(3, 1, 1),
  scale: new Vector3(0.5, 0.5, 0.5),
})

parentEntity.addComponent(parentTransform)

// Create a transform for the child
let childTransform = new Transform({
  position: new Vector3(0, 1, 0),
})

childEntity.addComponent(childTransform)

// Add entities to the engine
engine.addEntity(parentEntity)"
/* attach entity to an avatar */,"
const childEntity = new Entity()

childEntity.addComponentOrReplace(
  new AttachToAvatar({
    avatarId: '0xAAAAAAAAAAAAAAAAA',
    anchorPointId: AttachToAvatarAnchorPointId.NameTag,
  })
)"
/* create new eth account */,"import { createAccount } from ""eth-connect""
import * as EthereumController from ""@decentraland/EthereumController""

let eth = EthereumController

function createNewAccount() {
  executeTask(async () => {
    const account = await createAccount(eth)
    log(`New account created: ${account.address}`)
  })
}

createNewAccount()
"
/* get gas price for current eth network */,"import { getGasPrice } from ""eth-connect""
import * as EthereumController from ""@decentraland/EthereumController""

let eth = EthereumController

function getGasPrice() {
  executeTask(async () => {
    const gasPrice = await getGasPrice(eth)
    log(`Current gas price: ${gasPrice.toString()}`)
  })
}

getGasPrice()
"
/* define position to avatar */,"let parent = new Entity()

parent.addComponentOrReplace(
  new AttachToAvatar({
    avatarId: '0xAAAAAAAAAAAAAAAAA',
    anchorPointId: AttachToAvatarAnchorPointId.NameTag,
  })
)
engine.addEntity(parent)

let child = new Entity()
child.addComponent(new ConeShape())
child.addComponent(
  new Transform({
    rotation: Quaternion.Euler(0, 0, 180),
    scale: new Vector3(0.2, 0.2, 0.2),
    position: new Vector3(0, 0.4, 0),
  })
)
child.setParent(parent)"
/* getting the avatar id */,"import { getUserData } from ""@decentraland/Identity""

executeTask(async () => {
  let data = await getUserData()
  log(data!.userId)
})"
/* fetching nearby players id */,"import { getConnectedPlayers } from ""@decentraland/Players""

executeTask(async () => {
  let players = await getConnectedPlayers()
  players.forEach((player) => {
    log(""player is nearby: "", player.userId)
  })
})"
/* attaching entity to players */,"const followTheCamera = new Entity()
followTheCamera.addComponent(new BoxShape())
followTheCamera.addComponent(
  new Transform({
    position: new Vector3(0, 0.5, 3),
  })
)
engine.addEntity(followTheCamera)
followTheCamera.setParent(Attachable.FIRST_PERSON_CAMERA)"
/* following the avatar */,"const followAvatar = new Entity()
followAvatar.addComponent(new BoxShape())
followAvatar.addComponent(
  new Transform({
    position: new Vector3(0, 0.5, 3),
  })
)
engine.addEntity(followAvatar)
followAvatar.setParent(Attachable.AVATAR)"
/* defining collision */,"const myEntity = new Entity()
let box = new BoxShape()
box.withCollisions = true
myEntity.addComponent(box)"
/* blocking player interactions */,"const myEntity = new Entity()
let box = new BoxShape()
box.isPointerBlocker = false
myEntity.addComponent(box)"
/* making enitity invisible */,"const myEntity = new Entity()
myEntity.addComponent(new BoxShape())
myEntity.getComponent(BoxShape).visible = false"
/* make an entity bounce up and down */,"let myEntity = new Entity()
myEntity.addComponent(new BoxShape())

let startY = 0
let amplitude = 1
let frequency = 1

engine.addSystem(new UpdateSystem(() => {
  let time = Time.time
  let yOffset = startY + amplitude * Math.sin(time * frequency)
  myEntity.getComponent(Transform).position.set(0, yOffset, 0)
}))"
/* rotate an entity around its own axis */,"let myEntity = new Entity()
myEntity.addComponent(new BoxShape())

let rotationSpeed = 0.1

engine.addSystem(new UpdateSystem(() => {
  myEntity.getComponent(Transform).rotate(Vector3.Up(), Time.deltaTime * rotationSpeed)
}))
"
/* move an entity in a circular path */,"let myEntity = new Entity()
myEntity.addComponent(new BoxShape())

let centerPosition = new Vector3(0, 0, 0)
let radius = 5
let angle = 0
let speed = 0.1

engine.addSystem(new UpdateSystem(() => {
  angle += speed
  let x = centerPosition.x + radius * Math.sin(angle)
  let z = centerPosition.z + radius * Math.cos(angle)
  myEntity.getComponent(Transform).position.set(x, 0, z)
}))
"
/* set the position of an entity to be the same as another entity's position */,"let entity1 = new Entity()
let entity2 = new Entity()
entity1.addComponent(new Transform({ position: new Vector3(1, 0, 1) }))
entity2.addComponent(new Transform())
entity2.getComponent(Transform).position = entity1.getComponent(Transform).position"
/* reuse shapes */,"// Create shape component
const house = new GLTFShape(""models/House.gltf"")

// Create entities
const myEntity = new Entity()
const mySecondEntity = new Entity()
const myThirdEntity = new Entity()

// Assign shape component to entities
myEntity.addComponent(house)
mySecondEntity.addComponent(house)
myThirdEntity.addComponent(house)"
